
duplicated: 213644,download: 124633 , rate: 1.714185 
duplicated: 1338926,download: 634300 , rate: 2.110872 
duplicated: 1340535,download: 634789 , rate: 2.111780 
duplicated: 1342067,download: 635260 , rate: 2.112626 
duplicated: 1343594,download: 635756 , rate: 2.113380 
duplicated: 1345112,download: 636226 , rate: 2.114205 
duplicated: 1346459,download: 636663 , rate: 2.114869 
duplicated: 1347812,download: 637127 , rate: 2.115453 
duplicated: 1349246,download: 637617 , rate: 2.116076 
duplicated: 1350775,download: 638087 , rate: 2.116914 
duplicated: 1352124,download: 638583 , rate: 2.117382 
duplicated: 1353555,download: 639055 , rate: 2.118057 
duplicated: 1354991,download: 639549 , rate: 2.118666 
duplicated: 1356348,download: 640021 , rate: 2.119224 
duplicated: 1357870,download: 640508 , rate: 2.119989 
duplicated: 1359395,download: 640999 , rate: 2.120744 
duplicated: 1360833,download: 641468 , rate: 2.121436 
duplicated: 1362358,download: 641961 , rate: 2.122182 
duplicated: 1363706,download: 642431 , rate: 2.122728 
duplicated: 1365143,download: 642922 , rate: 2.123342 
duplicated: 1366496,download: 643390 , rate: 2.123900 
duplicated: 1368019,download: 643879 , rate: 2.124652 
duplicated: 1369457,download: 644347 , rate: 2.125341 
duplicated: 1371074,download: 644842 , rate: 2.126217 
duplicated: 1372611,download: 645307 , rate: 2.127067 
duplicated: 1374140,download: 645795 , rate: 2.127827 
duplicated: 1375662,download: 646256 , rate: 2.128664 
duplicated: 1377280,download: 646751 , rate: 2.129537 
duplicated: 1378714,download: 647213 , rate: 2.130232 
duplicated: 1380237,download: 647706 , rate: 2.130962 
duplicated: 1381676,download: 648174 , rate: 2.131644 
duplicated: 1383201,download: 648663 , rate: 2.132388 
duplicated: 1384462,download: 649133 , rate: 2.132786 
duplicated: 1386163,download: 649628 , rate: 2.133780 
duplicated: 1387782,download: 650101 , rate: 2.134718 
duplicated: 1389480,download: 650599 , rate: 2.135693 
duplicated: 1391009,download: 651055 , rate: 2.136546 
duplicated: 1392711,download: 651550 , rate: 2.137535 
duplicated: 1394340,download: 652016 , rate: 2.138506 
duplicated: 1395956,download: 652509 , rate: 2.139367 
duplicated: 1397395,download: 652999 , rate: 2.139965 
duplicated: 1398749,download: 653463 , rate: 2.140518 
duplicated: 1400278,download: 653948 , rate: 2.141268 
duplicated: 1401805,download: 654410 , rate: 2.142090 
duplicated: 1403513,download: 654898 , rate: 2.143102 
duplicated: 1404863,download: 655369 , rate: 2.143621 
duplicated: 1406388,download: 655857 , rate: 2.144352 
duplicated: 1407916,download: 656327 , rate: 2.145144 
duplicated: 1409345,download: 656825 , rate: 2.145693 
duplicated: 1410605,download: 657291 , rate: 2.146089 
duplicated: 1412234,download: 657783 , rate: 2.146960 
duplicated: 1413676,download: 658247 , rate: 2.147638 
duplicated: 1415298,download: 658734 , rate: 2.148512 
duplicated: 1416920,download: 659212 , rate: 2.149415 
duplicated: 1418454,download: 659703 , rate: 2.150140 
duplicated: 1419985,download: 660173 , rate: 2.150929 
duplicated: 1421417,download: 660671 , rate: 2.151475 
duplicated: 1422852,download: 661126 , rate: 2.152165 
duplicated: 1424567,download: 661625 , rate: 2.153134 
duplicated: 1426192,download: 662088 , rate: 2.154082 
duplicated: 1427814,download: 662584 , rate: 2.154918 
duplicated: 1429430,download: 663056 , rate: 2.155821 
duplicated: 1430960,download: 663548 , rate: 2.156528 
duplicated: 1432402,download: 664020 , rate: 2.157167 
duplicated: 1434110,download: 664509 , rate: 2.158150 
duplicated: 1435727,download: 664998 , rate: 2.158994 
duplicated: 1437162,download: 665462 , rate: 2.159645 
duplicated: 1438692,download: 665954 , rate: 2.160347 
duplicated: 1440214,download: 666426 , rate: 2.161101 
duplicated: 1441835,download: 666919 , rate: 2.161934 
duplicated: 1443354,download: 667385 , rate: 2.162701 
duplicated: 1445061,download: 667880 , rate: 2.163654 
duplicated: 1446683,download: 668357 , rate: 2.164536 
duplicated: 1448296,download: 668847 , rate: 2.165362 
duplicated: 1449652,download: 669313 , rate: 2.165881 
duplicated: 1451541,download: 669810 , rate: 2.167094 
duplicated: 1453157,download: 670283 , rate: 2.167975 
duplicated: 1454503,download: 670779 , rate: 2.168379 
duplicated: 1455858,download: 671249 , rate: 2.168879 
duplicated: 1457479,download: 671744 , rate: 2.169694 
duplicated: 1458919,download: 672214 , rate: 2.170319 
duplicated: 1460531,download: 672713 , rate: 2.171106 
duplicated: 1462243,download: 673180 , rate: 2.172143 
duplicated: 1463953,download: 673673 , rate: 2.173091 
duplicated: 1465393,download: 674144 , rate: 2.173709 
duplicated: 1466924,download: 674627 , rate: 2.174422 
duplicated: 1468452,download: 675100 , rate: 2.175162 
duplicated: 1469891,download: 675592 , rate: 2.175708 
duplicated: 1471333,download: 676057 , rate: 2.176345 
duplicated: 1472869,download: 676556 , rate: 2.177010 
duplicated: 1474216,download: 677023 , rate: 2.177498 
duplicated: 1475826,download: 677512 , rate: 2.178302 
duplicated: 1477438,download: 677999 , rate: 2.179115 
duplicated: 1478873,download: 678474 , rate: 2.179705 
duplicated: 1480398,download: 678965 , rate: 2.180375 
duplicated: 1481924,download: 679433 , rate: 2.181119 
duplicated: 1483547,download: 679928 , rate: 2.181918 
duplicated: 1484899,download: 680396 , rate: 2.182404 
duplicated: 1486427,download: 680884 , rate: 2.183084 
duplicated: 1488044,download: 681343 , rate: 2.183987 
duplicated: 1489573,download: 681836 , rate: 2.184650 
duplicated: 1491103,download: 682305 , rate: 2.185391 
duplicated: 1492810,download: 682788 , rate: 2.186345 
duplicated: 1494339,download: 683255 , rate: 2.187088 
duplicated: 1495860,download: 683740 , rate: 2.187761 
duplicated: 1497477,download: 684207 , rate: 2.188632 
duplicated: 1499268,download: 684696 , rate: 2.189684 
duplicated: 1500798,download: 685161 , rate: 2.190431 
duplicated: 1502591,download: 685657 , rate: 2.191462 
duplicated: 1504214,download: 686134 , rate: 2.192304 
duplicated: 1505746,download: 686628 , rate: 2.192957 
duplicated: 1507284,download: 687097 , rate: 2.193699 
duplicated: 1508812,download: 687590 , rate: 2.194348 
duplicated: 1510335,download: 688067 , rate: 2.195041 
duplicated: 1511858,download: 688558 , rate: 2.195687 
duplicated: 1513559,download: 689028 , rate: 2.196658 
duplicated: 1515174,download: 689515 , rate: 2.197449 
duplicated: 1516615,download: 689999 , rate: 2.197996 
duplicated: 1518145,download: 690486 , rate: 2.198662 
duplicated: 1519852,download: 690979 , rate: 2.199563 
duplicated: 1521552,download: 691443 , rate: 2.200546 
duplicated: 1523256,download: 691931 , rate: 2.201457 
duplicated: 1524790,download: 692400 , rate: 2.202181 
duplicated: 1526499,download: 692893 , rate: 2.203080 
duplicated: 1528030,download: 693366 , rate: 2.203786 
duplicated: 1529551,download: 693854 , rate: 2.204428 
duplicated: 1530991,download: 694316 , rate: 2.205035 
duplicated: 1532696,download: 694810 , rate: 2.205921 
duplicated: 1534496,download: 695282 , rate: 2.207012 
duplicated: 1536206,download: 695778 , rate: 2.207897 
duplicated: 1537823,download: 696245 , rate: 2.208738 
duplicated: 1539533,download: 696738 , rate: 2.209630 
duplicated: 1540972,download: 697203 , rate: 2.210220 
duplicated: 1542404,download: 697697 , rate: 2.210708 
duplicated: 1544024,download: 698172 , rate: 2.211524 
duplicated: 1545816,download: 698665 , rate: 2.212528 
duplicated: 1547166,download: 699134 , rate: 2.212975 
duplicated: 1548777,download: 699625 , rate: 2.213724 
duplicated: 1550304,download: 700093 , rate: 2.214426 
duplicated: 1551916,download: 700590 , rate: 2.215156 
duplicated: 1553444,download: 701060 , rate: 2.215850 
duplicated: 1555153,download: 701547 , rate: 2.216748 
duplicated: 1556676,download: 702016 , rate: 2.217437 
duplicated: 1558372,download: 702504 , rate: 2.218311 
duplicated: 1560159,download: 702998 , rate: 2.219294 
duplicated: 1561872,download: 703472 , rate: 2.220233 
duplicated: 1563393,download: 703965 , rate: 2.220839 
duplicated: 1565008,download: 704432 , rate: 2.221659 
duplicated: 1566625,download: 704926 , rate: 2.222396 
duplicated: 1568234,download: 705399 , rate: 2.223187 
duplicated: 1569754,download: 705886 , rate: 2.223807 
duplicated: 1571192,download: 706354 , rate: 2.224369 
duplicated: 1572811,download: 706836 , rate: 2.225143 
duplicated: 1574438,download: 707304 , rate: 2.225971 
duplicated: 1576149,download: 707800 , rate: 2.226828 
duplicated: 1577860,download: 708262 , rate: 2.227791 
duplicated: 1579562,download: 708756 , rate: 2.228640 
duplicated: 1581093,download: 709223 , rate: 2.229331 
duplicated: 1582715,download: 709712 , rate: 2.230081 
duplicated: 1584423,download: 710178 , rate: 2.231022 
duplicated: 1586224,download: 710669 , rate: 2.232015 
duplicated: 1587929,download: 711133 , rate: 2.232956 
duplicated: 1589645,download: 711622 , rate: 2.233833 
duplicated: 1591177,download: 712091 , rate: 2.234514 
duplicated: 1592884,download: 712571 , rate: 2.235404 
duplicated: 1594675,download: 713039 , rate: 2.236448 
duplicated: 1596469,download: 713525 , rate: 2.237439 
duplicated: 1598181,download: 713999 , rate: 2.238352 
duplicated: 1599896,download: 714485 , rate: 2.239230 
duplicated: 1601512,download: 714979 , rate: 2.239943 
duplicated: 1603401,download: 715450 , rate: 2.241108 
duplicated: 1605020,download: 715943 , rate: 2.241827 
duplicated: 1606717,download: 716415 , rate: 2.242718 
duplicated: 1608425,download: 716911 , rate: 2.243549 
duplicated: 1610136,download: 717379 , rate: 2.244470 
duplicated: 1612020,download: 717876 , rate: 2.245541 
duplicated: 1613823,download: 718342 , rate: 2.246594 
duplicated: 1615442,download: 718838 , rate: 2.247296 
duplicated: 1617148,download: 719310 , rate: 2.248193 
duplicated: 1619026,download: 719804 , rate: 2.249260 
duplicated: 1620644,download: 720271 , rate: 2.250048 
duplicated: 1622429,download: 720763 , rate: 2.250988 
duplicated: 1624041,download: 721236 , rate: 2.251747 
duplicated: 1625923,download: 721733 , rate: 2.252804 
duplicated: 1627631,download: 722202 , rate: 2.253706 
duplicated: 1629428,download: 722697 , rate: 2.254649 
duplicated: 1631133,download: 723168 , rate: 2.255538 
duplicated: 1633115,download: 723667 , rate: 2.256722 
duplicated: 1635001,download: 724144 , rate: 2.257840 
duplicated: 1636973,download: 724642 , rate: 2.259009 
duplicated: 1638770,download: 725112 , rate: 2.260023 
duplicated: 1640480,download: 725610 , rate: 2.260829 
duplicated: 1642278,download: 726080 , rate: 2.261842 
duplicated: 1643985,download: 726577 , rate: 2.262644 
duplicated: 1645596,download: 727051 , rate: 2.263385 
duplicated: 1647301,download: 727550 , rate: 2.264176 
duplicated: 1648929,download: 728024 , rate: 2.264938 
duplicated: 1650637,download: 728518 , rate: 2.265746 
duplicated: 1652338,download: 728999 , rate: 2.266585 
duplicated: 1654136,download: 729485 , rate: 2.267539 
duplicated: 1656117,download: 729978 , rate: 2.268722 
duplicated: 1657909,download: 730451 , rate: 2.269706 
duplicated: 1659787,download: 730944 , rate: 2.270744 
duplicated: 1661672,download: 731415 , rate: 2.271859 
duplicated: 1663741,download: 731913 , rate: 2.273140 
duplicated: 1665447,download: 732387 , rate: 2.273999 
duplicated: 1667247,download: 732885 , rate: 2.274909 
duplicated: 1669213,download: 733358 , rate: 2.276123 
duplicated: 1671103,download: 733856 , rate: 2.277154 
duplicated: 1672905,download: 734324 , rate: 2.278157 
duplicated: 1674708,download: 734818 , rate: 2.279079 
duplicated: 1676683,download: 735295 , rate: 2.280286 
duplicated: 1678748,download: 735783 , rate: 2.281580 
duplicated: 1680554,download: 736255 , rate: 2.282571 
duplicated: 1682525,download: 736749 , rate: 2.283715 
duplicated: 1684231,download: 737219 , rate: 2.284574 
duplicated: 1686032,download: 737716 , rate: 2.285476 
duplicated: 1687735,download: 738192 , rate: 2.286309 
duplicated: 1689442,download: 738687 , rate: 2.287088 
duplicated: 1691330,download: 739153 , rate: 2.288200 
duplicated: 1693220,download: 739648 , rate: 2.289224 
duplicated: 1694838,download: 740119 , rate: 2.289953 
duplicated: 1696730,download: 740610 , rate: 2.290990 
duplicated: 1698524,download: 741077 , rate: 2.291967 
duplicated: 1700325,download: 741567 , rate: 2.292881 
duplicated: 1701852,download: 742036 , rate: 2.293490 
duplicated: 1703562,download: 742531 , rate: 2.294264 
duplicated: 1705275,download: 743003 , rate: 2.295112 
duplicated: 1707168,download: 743494 , rate: 2.296142 
duplicated: 1708870,download: 743981 , rate: 2.296927 
duplicated: 1710667,download: 744457 , rate: 2.297872 
duplicated: 1712739,download: 744952 , rate: 2.299127 
duplicated: 1714715,download: 745423 , rate: 2.300325 
duplicated: 1716785,download: 745916 , rate: 2.301580 
duplicated: 1718577,download: 746387 , rate: 2.302528 
duplicated: 1720555,download: 746882 , rate: 2.303650 
duplicated: 1722529,download: 747347 , rate: 2.304858 
duplicated: 1724503,download: 747844 , rate: 2.305966 
duplicated: 1726483,download: 748314 , rate: 2.307164 
duplicated: 1728558,download: 748810 , rate: 2.308407 
duplicated: 1730265,download: 749280 , rate: 2.309237 
duplicated: 1732242,download: 749772 , rate: 2.310358 
duplicated: 1734130,download: 750243 , rate: 2.311424 
duplicated: 1736018,download: 750734 , rate: 2.312428 
duplicated: 1737906,download: 751202 , rate: 2.313500 
duplicated: 1739792,download: 751700 , rate: 2.314477 
duplicated: 1741585,download: 752168 , rate: 2.315420 
duplicated: 1743286,download: 752663 , rate: 2.316157 
duplicated: 1744989,download: 753135 , rate: 2.316967 
duplicated: 1746788,download: 753630 , rate: 2.317832 
duplicated: 1748412,download: 754098 , rate: 2.318547 
duplicated: 1750384,download: 754588 , rate: 2.319655 
duplicated: 1752088,download: 755059 , rate: 2.320465 
duplicated: 1754161,download: 755551 , rate: 2.321698 
duplicated: 1755690,download: 756017 , rate: 2.322289 
duplicated: 1757479,download: 756509 , rate: 2.323144 
duplicated: 1759279,download: 756999 , rate: 2.324018 
duplicated: 1761077,download: 757474 , rate: 2.324934 
duplicated: 1762958,download: 757972 , rate: 2.325888 
duplicated: 1764752,download: 758430 , rate: 2.326849 
duplicated: 1766814,download: 758921 , rate: 2.328060 
duplicated: 1768694,download: 759385 , rate: 2.329114 
duplicated: 1770757,download: 759879 , rate: 2.330314 
duplicated: 1772636,download: 760358 , rate: 2.331318 
duplicated: 1775051,download: 760851 , rate: 2.332981 
duplicated: 1776930,download: 761320 , rate: 2.334012 
duplicated: 1778821,download: 761813 , rate: 2.334984 
duplicated: 1780439,download: 762276 , rate: 2.335688 
duplicated: 1782140,download: 762761 , rate: 2.336433 
duplicated: 1783935,download: 763233 , rate: 2.337340 
duplicated: 1785912,download: 763722 , rate: 2.338432 
duplicated: 1787804,download: 764198 , rate: 2.339451 
duplicated: 1789598,download: 764690 , rate: 2.340292 
duplicated: 1791302,download: 765165 , rate: 2.341066 
duplicated: 1793276,download: 765655 , rate: 2.342146 
duplicated: 1795164,download: 766117 , rate: 2.343198 
duplicated: 1796962,download: 766615 , rate: 2.344021 
duplicated: 1798843,download: 767080 , rate: 2.345053 
duplicated: 1800818,download: 767571 , rate: 2.346126 
duplicated: 1802423,download: 768040 , rate: 2.346783 
duplicated: 1804490,download: 768542 , rate: 2.347939 
duplicated: 1806646,download: 769013 , rate: 2.349305 
duplicated: 1808801,download: 769512 , rate: 2.350582 
duplicated: 1810691,download: 769999 , rate: 2.351550 
duplicated: 1812400,download: 770475 , rate: 2.352315 
duplicated: 1814372,download: 770976 , rate: 2.353344 
duplicated: 1816347,download: 771449 , rate: 2.354462 
duplicated: 1818410,download: 771933 , rate: 2.355658 
duplicated: 1820202,download: 772405 , rate: 2.356538 
duplicated: 1822173,download: 772895 , rate: 2.357594 
duplicated: 1823971,download: 773371 , rate: 2.358468 
duplicated: 1826217,download: 773867 , rate: 2.359859 
duplicated: 1828288,download: 774327 , rate: 2.361132 
duplicated: 1830344,download: 774820 , rate: 2.362283 
duplicated: 1832137,download: 775290 , rate: 2.363163 
duplicated: 1834022,download: 775787 , rate: 2.364079 
duplicated: 1835721,download: 776261 , rate: 2.364824 
duplicated: 1837241,download: 776756 , rate: 2.365274 
duplicated: 1838763,download: 777226 , rate: 2.365802 
duplicated: 1840379,download: 777723 , rate: 2.366368 
duplicated: 1842085,download: 778182 , rate: 2.367165 
duplicated: 1843876,download: 778668 , rate: 2.367987 
duplicated: 1845496,download: 779143 , rate: 2.368623 
duplicated: 1847193,download: 779640 , rate: 2.369290 
duplicated: 1848894,download: 780108 , rate: 2.370049 
duplicated: 1850780,download: 780603 , rate: 2.370962 
duplicated: 1852663,download: 781066 , rate: 2.371967 
duplicated: 1854554,download: 781551 , rate: 2.372915 
duplicated: 1856259,download: 782023 , rate: 2.373663 
duplicated: 1858234,download: 782515 , rate: 2.374694 
duplicated: 1860025,download: 782999 , rate: 2.375514 
duplicated: 1861640,download: 783472 , rate: 2.376141 
duplicated: 1863617,download: 783962 , rate: 2.377178 
duplicated: 1865511,download: 784429 , rate: 2.378177 
duplicated: 1867397,download: 784929 , rate: 2.379065 
duplicated: 1869375,download: 785404 , rate: 2.380144 
duplicated: 1871450,download: 785897 , rate: 2.381292 
duplicated: 1873422,download: 786366 , rate: 2.382379 
duplicated: 1875480,download: 786861 , rate: 2.383496 
duplicated: 1877457,download: 787336 , rate: 2.384569 
duplicated: 1879613,download: 787830 , rate: 2.385810 
duplicated: 1881675,download: 788302 , rate: 2.386998 
duplicated: 1883474,download: 788794 , rate: 2.387789 
duplicated: 1885539,download: 789264 , rate: 2.388984 
duplicated: 1887702,download: 789756 , rate: 2.390234 
duplicated: 1889488,download: 790224 , rate: 2.391079 
duplicated: 1891366,download: 790714 , rate: 2.391972 
duplicated: 1893069,download: 791187 , rate: 2.392695 
duplicated: 1895219,download: 791677 , rate: 2.393930 
duplicated: 1897106,download: 792141 , rate: 2.394909 
duplicated: 1899079,download: 792633 , rate: 2.395912 
duplicated: 1900873,download: 793098 , rate: 2.396769 
duplicated: 1902750,download: 793586 , rate: 2.397661 
duplicated: 1904640,download: 794060 , rate: 2.398610 
duplicated: 1906431,download: 794552 , rate: 2.399379 
duplicated: 1908052,download: 795019 , rate: 2.400008 
duplicated: 1910199,download: 795516 , rate: 2.401208 
duplicated: 1912180,download: 795999 , rate: 2.402239 
duplicated: 1914071,download: 796481 , rate: 2.403160 
duplicated: 1916136,download: 796971 , rate: 2.404273 
duplicated: 1918105,download: 797441 , rate: 2.405325 
duplicated: 1920349,download: 797942 , rate: 2.406627 
duplicated: 1922321,download: 798411 , rate: 2.407684 
duplicated: 1924216,download: 798902 , rate: 2.408576 
duplicated: 1926191,download: 799374 , rate: 2.409624 
duplicated: 1928267,download: 799864 , rate: 2.410744 
duplicated: 1930338,download: 800330 , rate: 2.411928 
duplicated: 1932407,download: 800820 , rate: 2.413035 
duplicated: 1934293,download: 801293 , rate: 2.413965 
duplicated: 1936711,download: 801784 , rate: 2.415502 
duplicated: 1938774,download: 802254 , rate: 2.416659 
duplicated: 1940742,download: 802743 , rate: 2.417638 
duplicated: 1942447,download: 803214 , rate: 2.418343 
duplicated: 1944425,download: 803709 , rate: 2.419315 
duplicated: 1946401,download: 804174 , rate: 2.420373 
duplicated: 1948553,download: 804674 , rate: 2.421543 
duplicated: 1950618,download: 805141 , rate: 2.422704 
duplicated: 1952777,download: 805626 , rate: 2.423925 
duplicated: 1955291,download: 806095 , rate: 2.425633 
duplicated: 1957171,download: 806588 , rate: 2.426482 
duplicated: 1959145,download: 807055 , rate: 2.427524 
duplicated: 1961028,download: 807542 , rate: 2.428391 
duplicated: 1963002,download: 808012 , rate: 2.429422 
duplicated: 1965323,download: 808504 , rate: 2.430814 
duplicated: 1967391,download: 808992 , rate: 2.431904 
duplicated: 1969632,download: 809462 , rate: 2.433261 
duplicated: 1971967,download: 809949 , rate: 2.434680 
duplicated: 1974215,download: 810419 , rate: 2.436042 
duplicated: 1976549,download: 810914 , rate: 2.437434 
duplicated: 1978530,download: 811385 , rate: 2.438460 
duplicated: 1980600,download: 811873 , rate: 2.439544 
duplicated: 1982583,download: 812345 , rate: 2.440568 
duplicated: 1985002,download: 812847 , rate: 2.442036 
duplicated: 1987422,download: 813322 , rate: 2.443586 
duplicated: 1989571,download: 813807 , rate: 2.444770 
duplicated: 1991456,download: 814273 , rate: 2.445686 
duplicated: 1993610,download: 814768 , rate: 2.446844 
duplicated: 1995405,download: 815237 , rate: 2.447638 
duplicated: 1997285,download: 815730 , rate: 2.448463 
duplicated: 1999267,download: 816199 , rate: 2.449485 
duplicated: 2001600,download: 816690 , rate: 2.450869 
duplicated: 2003925,download: 817160 , rate: 2.452304 
duplicated: 2006080,download: 817643 , rate: 2.453491 
duplicated: 2008324,download: 818116 , rate: 2.454816 
duplicated: 2010473,download: 818612 , rate: 2.455953 
duplicated: 2012625,download: 819082 , rate: 2.457172 
duplicated: 2014850,download: 819575 , rate: 2.458408 
duplicated: 2017003,download: 820044 , rate: 2.459628 
duplicated: 2018884,download: 820538 , rate: 2.460439 
duplicated: 2021125,download: 821004 , rate: 2.461772 
duplicated: 2023273,download: 821497 , rate: 2.462910 
duplicated: 2025692,download: 821995 , rate: 2.464360 
duplicated: 2027846,download: 822456 , rate: 2.465598 
duplicated: 2029997,download: 822939 , rate: 2.466765 
duplicated: 2032057,download: 823413 , rate: 2.467847 
duplicated: 2034121,download: 823903 , rate: 2.468884 
duplicated: 2036097,download: 824374 , rate: 2.469870 
duplicated: 2038525,download: 824873 , rate: 2.471320 
duplicated: 2040599,download: 825345 , rate: 2.472419 
duplicated: 2042941,download: 825835 , rate: 2.473788 
duplicated: 2045107,download: 826309 , rate: 2.474991 
duplicated: 2047271,download: 826800 , rate: 2.476138 
duplicated: 2049338,download: 827268 , rate: 2.477236 
duplicated: 2051762,download: 827751 , rate: 2.478719 
duplicated: 2054013,download: 828220 , rate: 2.480033 
duplicated: 2056175,download: 828719 , rate: 2.481149 
duplicated: 2058599,download: 829191 , rate: 2.482660 
duplicated: 2060761,download: 829680 , rate: 2.483802 
duplicated: 2063009,download: 830154 , rate: 2.485092 
duplicated: 2065342,download: 830650 , rate: 2.486417 
duplicated: 2067590,download: 831118 , rate: 2.487721 
duplicated: 2069827,download: 831614 , rate: 2.488928 
duplicated: 2071896,download: 832082 , rate: 2.490014 
duplicated: 2074227,download: 832572 , rate: 2.491348 
duplicated: 2076287,download: 833045 , rate: 2.492407 
duplicated: 2078709,download: 833543 , rate: 2.493823 
duplicated: 2080866,download: 834008 , rate: 2.495019 
duplicated: 2083467,download: 834503 , rate: 2.496656 
duplicated: 2085710,download: 834994 , rate: 2.497874 
duplicated: 2088045,download: 835457 , rate: 2.499285 
duplicated: 2090384,download: 835948 , rate: 2.500615 
duplicated: 2092625,download: 836414 , rate: 2.501901 
duplicated: 2095136,download: 836903 , rate: 2.503439 
duplicated: 2097472,download: 837370 , rate: 2.504833 
duplicated: 2099795,download: 837859 , rate: 2.506144 
duplicated: 2102388,download: 838333 , rate: 2.507820 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
duplicated: 2103732,download: 838505 , rate: 2.508908 
